,,,,,,,,#success,#errors,Bottom,ML,,Top,AL,,Ripple var,,,Input var,,,Comments,#electrode connector,,,,,,,,LabVIEW,,
96,"January 10, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190110, ,2,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan16_19,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan16_19,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,4,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan21_19,,d:\SpikeSortingPipeline\Tanks
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"January 23, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190123, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,Jan23_19,,d:\SpikeSortingPipeline\Tanks
99,"January 23, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190123, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
99,"January 23, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190123, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"January 28, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190128, ,1,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Will pause at 235 trial ,32,64,32,64,96,128,3.5,300-5k,Jan28_19,,d:\SpikeSortingPipeline\Tanks
100,"January 28, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190128, ,2,STRF,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
100,"January 28, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190128, ,3,Voc,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
100,"January 28, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190128, ,4,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,236 to 258 ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
100,"January 28, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190128, ,5,STRF slow,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"February 4, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190204, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Will pause at 371 trial ,32,64,32,64,96,128,3.5,300-5k,Feb4_19,,d:\SpikeSortingPipeline\Tanks
101,"February 4, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190204, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
101,"February 4, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190204, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
101,"February 4, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190204, ,4,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,372 to  385 Shaking a lot not sure why,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
101,"February 4, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190204, ,5,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"February 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190206, ,1,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,Feb6_19,,d:\SpikeSortingPipeline\Tanks
102,"February 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190206, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
102,"February 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190206, ,3,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Stopped at trial 417,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
102,"February 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190206, ,4,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Shaking sarted at trial 417,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
102,"February 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190206, ,5,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"February 20, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190220, ,1,STRF,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
103,"February 20, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190220, ,2,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,Feb20_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"February 27, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190227, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"AL and A1 in TDT, ML in Zeus",32,64,32,64,96,128,3.5,300-5k,Feb27_19,,d:\SpikeSortingPipeline\Tanks
104,"February 27, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190227, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Zeus recorded only after an hour in B-2,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
104,"February 27, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190227, ,3,STRF,96,,,,,,,,,,,,,,,B1 and B3 faster STRF,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"March 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190306, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"AL and A1 in TDT, ML in Zeus",32,64,32,64,96,128,3.5,300-5k,March6_19,,d:\SpikeSortingPipeline\Tanks
105,"March 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190306, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"March 18, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190318, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,New STRF Sound,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
106,"March 18, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190318, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,AL and A1 in TDT,32,64,32,64,96,128,3.5,300-5k,Mar18_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"March 25, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190325, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,xpz5 varible was not saved by RS4,32,64,32,64,96,128,3.5,300-5k,,,d:\SpikeSortingPipeline\Tanks
107,"March 25, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190325, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,Mar25_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"April 1, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190401, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,64 in each probe,32,64,32,64,96,128,3.5,300-5k,Apr1_19,,d:\SpikeSortingPipeline\Tanks
108,"April 1, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190401, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,all in tdt,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"April 5, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190405, ,1,STRF,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,all in tdt,32,64,32,64,96,128,3.5,300-5k,Apr5_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"April 10, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190410, ,1,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"Synapse crashed at trial 83, Block-2 starts at trial 84",32,64,32,64,96,128,3.5,300-5k,Apr10_19,,d:\SpikeSortingPipeline\Tanks
110,"April 10, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190410, ,2,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,all in tdt,32,64,32,64,96,128,3.5,300-5k,Apr10_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"April 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190417, ,2,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"Synapse crashed at trial 13, Block-2 starts at trial 14",32,64,32,64,96,128,3.5,300-5k,Apr17_19,,d:\SpikeSortingPipeline\Tanks
111,"April 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190417, ,3,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,This block starts at trial 14,32,64,32,64,96,128,3.5,300-5k,Apr17_19,,d:\SpikeSortingPipeline\Tanks
111,"April 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190417, ,4,STRF,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Only 64 channels in AL and A1,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
111,"April 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190417, ,5,noise,64,,,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Only 64 channels in AL and A1,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"April 24, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190424, ,1,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"Synapse crashed at trial 14, Block-2 starts at trial 15",32,64,32,64,96,128,3.5,300-5k,Apr24_19,,d:\SpikeSortingPipeline\Tanks
112,"April 24, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190424, ,2,Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,Apr24_19,,d:\SpikeSortingPipeline\Tanks
112,"April 24, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190424, ,3,STRF,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"April 26, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190426, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block)",32,64,32,64,96,128,3.5,300-5k,Apr26_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"May 1, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190501, ,1,STRF+Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-12:00), Texture(12:00- end of block)",32,64,32,64,96,128,3.5,300-5k,May1_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"May 3, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190503, ,1,STRF+Texture,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-12:00), Texture(12:00- end of block)",32,64,32,64,96,128,3.5,300-5k,May3_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"May 6, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190506, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-12:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May6_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"May 7, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190507, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Did 2 blocks to speed up strf.,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
117,"May 7, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190507, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k,May7_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"May 14, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190514, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
118,"May 14, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190514, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Trials 1-430,32,64,32,64,96,128,3.5,300-5k,May14_19,,d:\SpikeSortingPipeline\Tanks
118,"May 14, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190514, ,3,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,431-end,32,64,32,64,96,128,3.5,300-5k,May14_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"May 15, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190515, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May15_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"May 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190516, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May16_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"May 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190517, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May17_19,,d:\SpikeSortingPipeline\Tanks
121,"May 17, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190517, ,1,STRF ,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,Run an extra STRF,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"May 20, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190520, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May20_19,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"May 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190521, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May21_19,,d:\SpikeSortingPipeline\Tanks
123,"May 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190521, ,2,STRF ,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , , ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"May 22, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190522, ,1,STRF+Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2, , ,"STRF(0-11:00), Texture(12:00- end of block), only AL and A1",32,64,32,64,96,128,3.5,300-5k,May21_19,,d:\SpikeSortingPipeline\Tanks
